Title,Location,Company,Salary,Description,Sponsored
Senior Security Analyst,"Regina, SK",TES - The Employment Solution,None,"Job Location: Regina, SK

***100% on site required.

Description of Requirements:

The client is seeking two security analysts, with broad technical and security based backgrounds to join the security team. The preferred resources shall have a minimum of 5 years of recent and practical IT experience, and a minimum of 3 years working as part of a security team. The resources will need to show a broad understanding of security principles, practices, and IT security trends. The proposed resource(s) MUST have experience working in Information Technology or ICS/SCADA, demonstrated experience in Cybersecurity, experience with security incident handling and response, show what experience they have with IT security technologies (such as but not limited to IDS/IPS, Cisco ACS or ISE, Microsoft Network Policy Server (NPS), MAC, PKI, PowerShell, Python, etc.) and Security Certification (CISSP, SANS GIAC certification, CISM).

North American job experience is considered an asset for this proposal. Proponents are encouraged to provide specific and qualitative verbiage of other areas where their expertise can add value to our teams, and make our projects as successful as possible.

This role is a one year term after which the client will evaluate its ongoing requirements and potentially extend the term for this resource in accordance with the terms and conditions of the proponent’s master services agreement. The resource is required on site at the client's Head Office in Regina, Monday to Friday 8 am to 5 pm.

A laptop will be supplied by the client and must be used.

Mandatory Requirements:

> applicant must have experience working in Information Technology or ICS\SCADA
> applicant must have demonstrated experience in Cybersecurity
> applicant must demonstrate security incident handling and response
> applicant must have IT Security Technologies su",Sponsored
"Senior Java Developer (Reston, USA)",Canada,Maarut,"$100,000 - $125,000 a year","We are looking for Sr Java Developer to work for your client in USA (Reston, VA) . US or Canadian citizens would be preferred for this role and client is looking to hire and start asap. Responsibilities
will Work with product owners and other development team members to determine new features and user stories needed in new/revised applications or large/complex development projects.
Create or Update documentation in support of development efforts. Documents may include detailed specifications, implementation guides, architecture diagrams or design documents.
Participate in code reviews with peers and managers to ensure that each increment adheres to original vision as described in the user story and all standard resource libraries and architecture patterns as appropriate.
Respond to trouble/support calls for applications in production in order to make quick repair to keep application in production.
Participate in all team ceremonies including planning, grooming, product demonstration and team retrospectives.
Mentor less experienced technical staff; may use high end development tools to assist or facilitate development process.
Leverage DevOps tool stack to build, inspect, deploy, test and promote new or updated features.
Set up and configure a Continuous Integration environment.
Advanced proficiency in unit testing as well as coding in 1-2 languages (e.g. Java, etc).
Advanced proficiency in Object Oriented Design (OOD) and analysis. Advanced proficiency in application of analysis/design engineering functions. Advanced proficiency in application of non-functional software qualities such as resiliency, maintainability, etc. Advanced proficiency in advanced behavior-driven testing techniques.
Required Skills:
10 Plus years of experience.
Experience with Spring Core, Spring Boot, Spring MVC, Spring Integration and Spring Security
Knowledge of UNIX (Linux) environment and scripting (bash, shell and python)
Experience with implementing integration solutions with RESTful Web Services
Bachelor's Degree or equivalent required Bachelor's Degree or equivalent required
Desired Skills:
Hands-on experience with AWS development using EC2, EB, IAM, S3, SDK, CLI, Code Deploy, Code Commit, Lambda/Step Functions, Cloudfront, Cloudwatch, etc.
Experience in testing automation using Selenium, Cucumber, and Junit is preferred
NoSQL Database experience
Spring Batch experience
Job Types: Full-time, Contract
Salary: $100,000.00 to $125,000.00 /year
Experience:
Java / J2EE: 10 years (Required)
RESTful Web Services: 2 years (Required)
Spring Core, Spring Boot, Spring MVC, Spring Integration and: 3 years (Required)
Licence:
authorization to work in USA( USA or Canadian citizen ) (Required)",Sponsored
Eye Tracking Data Analysis Software Developer,Canada,SR Research Ltd.,"$100,000 a year","Job Description
SR Research Ltd. is currently looking for an outstanding Software Developer with a strong command of Java, C/C++, and Machine Learning Algorithms to help develop new features of our existing data analysis products and to work on future products. The ideal candidate will have exceptional problem-solving abilities and a strong understanding of relevant protocols and user interface designs. The successful candidate will have the chance to participate in the entire life cycle of a range of eye tracking data analysis products, from design through implementation to launch.
The successful candidate will:
· Evaluate existing analysis approaches to eye tracking data across a range of academic disciplines
· Develop advanced eye movement data analysis algorithms for a range of eye tracking research and clinical applications
· Drive both high-level and detailed technical design documents and conduct design reviews
· Provide feedback on architectural and implementation enhancements
· Participate actively in team and company-wide architecture discussions
· Employ technical expertise to help team members overcome technical problems
· Implement new features to existing software applications using Java, C/C++, Python, and other frameworks.
· Work with software developers to improve stimulus presentation software
Job Requirements
SR Research provides a fun, open, social environment in which staff are given a high degree of autonomy. You must thrive in a fast-moving company and be able to adapt to change quickly. The successful applicant should possess the following qualifications:
· A Masters or PhD degree in computer science or related technical fields.
· At least 5 years experience with EyeLink eye trackers
· Research experience in the fields of Cognitive Psychology, Computer/Information Science
· Experience implementing Machine learning / Deep Learning algorithms for data analysis
· Experience with inferential statistics and analyzing large datasets of eye movement data.
· Experience with Experiment Builder and Python stimulus presentation software packages.
· Ability to self-organize and work effectively within a small team with minimal supervision
· Expert level Java, C/C++ skills are required, with demonstrated ability to solve complex problems
· Strong verbal and written communication skills are required due to the dynamic nature of team discussions
This full-time, permanent position (40 hours per week) is located at 35 Beaufort Drive, Ottawa, Ontario, Canada K2L 2B9. English is the work language.
Salary $100,000 /year, including a comprehensive benefits package (LTD benefit, dental care, vision care, prescription medication, and group insurance benefit).
Please send a cover letter and resume to jobs (at) sr-research.com if you believe you possess the above qualifications and are interested in this position.
Job Type: Full-time
Salary: $100,000.00 /year
Experience:
Computer Programming: 5 years (Required)
EyeLink eye tracking: 5 years (Required)
in the fields of Cognitive Psychology research: 5 years (Required)
Education:
Master's Degree (Required)
Language:
English (Required)",Sponsored
"Developer (Java, Typescript or Python)","Regina, SK",TES - The Employment Solution,None,"Job Location: Regina, SK

Key Skills/Requirements:
We are seeking an experienced developer to create, enhance and maintain a DevOps environment and support other IT product teams by building pipelines and operating DVCS, develop Infrastructure as Code using tools like bash, Ansible, Docker and AWS CloudFormation. Experience in the skills below will be an asset.
Strong software development background, preferably with any of Java, Typescript or Python
Experience with Linux and command line tools
Knowledge of security and encryption
Experience with configuration management tools, such as Ansible, Puppet or Chef
Experience with CI systems, such as Jenkins
Experience with containerization technology, such as Docker or Kubernetes
Experience with infrastructure-as-code technologies such as AWS CloudFormation, Terraform or Troposphere
Experience with any AWS cloud native technology would be considered an asset

To apply send resume to daniellep@tes.net",Sponsored
Senior Security Analyst,"Regina, SK",TES - The Employment Solution,None,"Job Location: Regina, SK

***100% on site required.

Description of Requirements:

The client is seeking two security analysts, with broad technical and security based backgrounds to join the security team. The preferred resources shall have a minimum of 5 years of recent and practical IT experience, and a minimum of 3 years working as part of a security team. The resources will need to show a broad understanding of security principles, practices, and IT security trends. The proposed resource(s) MUST have experience working in Information Technology or ICS/SCADA, demonstrated experience in Cybersecurity, experience with security incident handling and response, show what experience they have with IT security technologies (such as but not limited to IDS/IPS, Cisco ACS or ISE, Microsoft Network Policy Server (NPS), MAC, PKI, PowerShell, Python, etc.) and Security Certification (CISSP, SANS GIAC certification, CISM).

North American job experience is considered an asset for this proposal. Proponents are encouraged to provide specific and qualitative verbiage of other areas where their expertise can add value to our teams, and make our projects as successful as possible.

This role is a one year term after which the client will evaluate its ongoing requirements and potentially extend the term for this resource in accordance with the terms and conditions of the proponent’s master services agreement. The resource is required on site at the client's Head Office in Regina, Monday to Friday 8 am to 5 pm.

A laptop will be supplied by the client and must be used.

Mandatory Requirements:

> applicant must have experience working in Information Technology or ICS\SCADA
> applicant must have demonstrated experience in Cybersecurity
> applicant must demonstrate security incident handling and response
> applicant must have IT Security Technologies su",Sponsored
Test Engineer,"Saskatoon, SK",Vecima,None,"Vecima is seeking a talented Test Engineer to create next-generation data-over-cable (DOCSIS) and digital video products. The successful candidate will contribute to the design and development of Vecima’s products as part of an industry-leading team of innovative and passionate technology leaders in the areas of test planning, developing test environments and methods, executing tests and communicating observations. Typical work involves prototype hardware and software testing, debugging, and analyzing results, architecting/designing test environments, etc.
This position is located in our Saskatoon, SK office. Occasional international travel may be necessary.
Duties and Responsibilities:
Contribute expertise to development teams from a test perspective (e.g. influence testability, deliver test plans/procedures/solutions, analyze and report results, etc.)
Improve products by actively giving feedback about prototype short-comings to the product/development team
Contribute to and/or implement automated testing
Provide input to test environment requirements (applications, video servers, network equipment, test equipment, etc.)
Assist in maintenance and administration of lab equipment
Experience Requirements:
5+ years of experience with hardware/software development teams in the area of test design or test development, including:
Creation of test scenarios/procedures/plans
Test automation
Education Requirements:
4 year Bachelor’s degree, or 2 year diploma in a relevant program from a Canadian accredited institution or equivalent
Various educational backgrounds will be considered but preference will be given to those with a science or engineering background in Computers, Software, or Electronics
The successful applicant will have many of the following skills and abilities:
Experienced with Continuous Integration / Development and Test Management tools
Is highly adept at using test tools, and adapting test environments to make repeatable and accurate measurements
Understands and makes well-reasoned test implementation decisions and trade-offs in their area
Able to develop test plans / procedures with thorough consideration of factors necessary to deliver high quality products
Communicates effectively across functions; is able to work well with other engineering and development disciplines including systems, hardware, infrastructure, software, etc.
Demonstrated expertise and self-sufficiency in RF test and measurement, video systems and measurement, network interfaces and troubleshooting tools, or test automation software tools and languages. Able to systematically troubleshoot/debug issues in these areas
Able to own the technical design of medium complexity test environments and test plans through to completion
Able to promote test direction within an agile environment, providing technical feedback to developers, during and prior to accepting tasks
Working knowledge of IP-based networks including basic administration and network troubleshooting
Working knowledge with software development tools and version control software
Able to develop Bash and Python scripts to control/configure products in a Linux environment
Core Competencies:
Demonstrated commitment to continuous professional development and learning
Excellent verbal and written communication skills
Demonstrated ability to work effectively under pressure
Strong attention to detail, drive, initiative, productivity, teamwork and quality
Influences project or agile team direction based on knowledge and experience
Attention to detail, initiative, productivity, teamwork and quality work are necessary to be successful within Vecima’s R&D culture
Vecima has a competitive compensation and benefits package, and strives to provide a challenging work environment that can foster skill development and personal career growth for all employees.
We consider applicants for all positions without regard to race, color, religion, creed, gender, national origin, age, disability, marital or veteran status, or any other legally protected status.
If you are looking for a challenging career move as a Test Engineer, we want to hear from you!
About Vecima
Vecima (TSX: VCM) is a globally recognized leader in creating advanced broadband telecommunications products. Our products are shipped around the world and are used by major international companies to deliver Broadband Internet, Digital TV, Video-on-Demand and Telematics services in over 30 countries.
Technological innovation drives Vecima’s success. Vecima’s extensive Research and Development initiatives result in pioneering technology and intellectual property that flows directly into our cutting edge products. We pride ourselves on innovative solutions and our continually expanding library of designs.
Job Type: Full-time
Experience:
test design or test development with hardware and software: 5 years (Required)",Sponsored
UI/UX Engineer,"Saskatoon, SK",Bourgault Industries,None,"Bourgault Industries is a leading global manufacturer of technologically advanced seeding and tillage equipment. Our mission is to design, manufacture and distribute the highest quality, most durable and reliable farm equipment in the world that is affordable and meets or exceeds the expectations of our most demanding customers.
We are looking for a talented UI/UX Engineer to join the automation team in Saskatoon, SK. In this role, you will be a core contributor to the architecture and implementation of our front-end/GUI products. The ideal candidate is self-motivated, self-directed, conceptual, passionate about user-oriented design, and welcomes technical challenges.
Responsibilities:
Design and develop graphical user interfaces for mobile and desktop applications
Ensure usability and technical feasibility of UI/UX designs
Analyze and conceptualize new UI/UX products
Integrate and test UI with electronic sensors and control systems
Communicate with other teams (purchasing, manufacturing, service, etc.) for new product integration.
Communicate with dealers and customers for feedback and input on product.
Occasional travel to main production facility in St. Brieux.
Occasional travel to various test locations.
Qualifications:
Degree in Software Engineering, Computer Science or related field, with applicable background
4+ years of proven work experience on desktop and mobile applications
2+ years working with an IOT cloud service such as Azure IoT
Experience with cross platform UI development frameworks such as Xamarin or Qt
Capable of assembling user-oriented UX designs and implementing them as functional UI
Strong software development skills (C#, Java, Objective-C, Javascript, C/C++, Python)
Ability to independently develop software development plans, including timelines and test procedures
Understanding of software architecture and lifecycle
Strong organizational skills and an ability work independently or within a team
Effective interpersonal and communication skills
Ability to think critically and analytically
Enjoy getting your hands dirty and work in an environment that supports being self-directed!
Bonus Qualifications:
Knowledge and passion for the agricultural industry
Familiar with hydraulic control, electric motor control and displays
Embedded software development experience
Experience with GUI-based instrumentation panels
Bourgault Industries offers competitive, performance-based salaries, company-wide profit sharing, health & dental benefits, a company-matching RRSP plan, and more! At Bourgault Industries, we recognize the importance of our team members and their personal and career development.
If you’re looking to make a difference with a company that values your hard work and innovation, apply now!
Please Note: all applications must be submitted on our website (www.bourgault.com). Thank you!
Job Type: Full-time
Experience:
desktop and mobile app: 4 years (Preferred)
IOT cloud: 2 years (Preferred)
Education:
Bachelor's Degree (Required)",Sponsored
UI/UX Engineer,"Saskatoon, SK",Bourgault Industries,None,"Bourgault Industries is a leading global manufacturer of technologically advanced seeding and tillage equipment. Our mission is to design, manufacture and distribute the highest quality, most durable and reliable farm equipment in the world that is affordable and meets or exceeds the expectations of our most demanding customers.
We are looking for a talented UI/UX Engineer to join the automation team in Saskatoon, SK. In this role, you will be a core contributor to the architecture and implementation of our front-end/GUI products. The ideal candidate is self-motivated, self-directed, conceptual, passionate about user-oriented design, and welcomes technical challenges.
Responsibilities:
Design and develop graphical user interfaces for mobile and desktop applications
Ensure usability and technical feasibility of UI/UX designs
Analyze and conceptualize new UI/UX products
Integrate and test UI with electronic sensors and control systems
Communicate with other teams (purchasing, manufacturing, service, etc.) for new product integration.
Communicate with dealers and customers for feedback and input on product.
Occasional travel to main production facility in St. Brieux.
Occasional travel to various test locations.
Qualifications:
Degree in Software Engineering, Computer Science or related field, with applicable background
4+ years of proven work experience on desktop and mobile applications
2+ years working with an IOT cloud service such as Azure IoT
Experience with cross platform UI development frameworks such as Xamarin or Qt
Capable of assembling user-oriented UX designs and implementing them as functional UI
Strong software development skills (C#, Java, Objective-C, JavaScript, C/C++, Python)
Ability to independently develop software development plans, including timelines and test procedures
Understanding of software architecture and life-cycle
Strong organizational skills and an ability work independently or within a team
Effective interpersonal and communication skills
Ability to think critically and analytically
Enjoy getting your hands dirty and work in an environment that supports being self-directed!
Bonus Qualifications:
Knowledge and passion for the agricultural industry
Familiar with hydraulic control, electric motor control and displays
Embedded software development experience
Experience with GUI-based instrumentation panels
Bourgault Industries offers competitive, performance-based salaries, company-wide profit sharing, health & dental benefits, a company-matching RRSP plan, and more! At Bourgault Industries, we recognize the importance of our team members and their personal and career development.
If you’re looking to make a difference with a company that values your hard work and innovation, apply now!",No sponsored
Senior Python Software Developer,"Saskatoon, SK",Farmers Edge,None,"Match your skills to a career where you're not just doing a job; you're making an impact every single day.
At Farmers Edge, we're addressing the global challenge of feeding the world's growing population while reducing environmental impact. We're a diverse group of thinkers and doers, motivated by challenges, curiosity and bold ideas. Our culture is the foundation of our company, connecting innovation and disruption with the passion that drives us. From the software and digital tools that we create to the conversations we share; the collective force of our team is influencing revolutionary changes in agriculture to bring new levels of sustainability and opportunity to farmers and agricultural professionals.
Rapidly expanding worldwide, we're focused on creating a diverse environment of talented individuals. Working with high-quality data sets, cloud connectivity, AI-driven algorithms and predictive models across web, mobile and app platforms, we offer a range of roles in multiple locations where you can build impactful, data-driven experiences and feel empowered to make a difference.
Join us to work with a company whose team is as innovative as its products. Together, we can make the impossible, possible.
Senior Python Software Developer Imagery Services

Offices in Winnipeg, MB Corporate Office, Lethbridge, AB, and Omaha, NE. Remote location will be considered.
Number of Positions: 2

Reporting to the Imagery Services Manager, as the Senior Python Software Developer you will be responsible for designing, creating, and curating the software for new and existing services.
Our talented Imagery Services team is growing to support new and existing geospatial initiatives. The team is responsible for the development and maintenance of scalable and reliable processing chains that provide big data ingest and analysis from multiple geospatial sources.
What you'll be doing:
Create and productionize scalable data streaming pipelines;
Participate in daily planning activities such as Scrum meetings;
Develop and document tasks;
Perform code reviews;
Document internal and external source code;
Automatic and manual testing
Back end programming following software development life cycle;
Troubleshoot deployed applications;
Collaborate with the Web Services, Machine Learning, User Interface, Geospatial, Research and Development, Web services, Quality Assurance and other teams;
Other duties as assigned.

Experience you'll need to succeed:
Education in Computer Science with a focus on programming Diploma, Degree, or Graduate studies;
3+ years of Python development;
Agile / Scrum / SDLC methodologies;
Revision control software e.g. Git.
Geospatial analytics and mapping tools Geotrellis, GDAL,QGIS, and Geoserver;
Development and deployment in cloud environments Azure, AWS, or Google Cloud;
Familiarity with Containerization Docker and Kubernetes.
We would love to see:
Experience with Big Data technologies Kafka, Elasticsearch, and Spark
Agriculture knowledge;
Healthy pride of ownership in your work;
A curious mind and strong initiative to take on independent learning;
Strong communication and documentation skills;
Experience working remotely on a dispersed team.
What you'll get:
Competitive compensation;
Employer matched retirement plan;
Extensive Benefits package;
Employer work perks program;
The opportunity to expand your skill set while making impactful contributions to cutting-edge products.",No sponsored
Senior Embedded Software Developer,"Saskatoon, SK",SED Systems,None,"The successful applicant will interface with DSP algorithm developers and FPGA logic developers to define the software architecture. The individual will also develop embedded applications for SED Systems newest generation of wide-bandwidth and high-speed RF products and solutions that implement cutting edge DSP algorithms while utilizing the most advanced FPGAs available in the market today.
Responsibilities:
Embedded Software development: architecture, implementation, unit test, and functional verification;
Developing API/Drivers, OS platform drivers, HALs, GUIs and software for embedded Linux systems on ARM;
Monitor and control software for FPGAs, PLLs, ADCs, LCDs, modulators and demodulators; and,
Communication protocols such as SCPI, HTTP/HTTPS, and SNMP.

The Person:
This position will be of interest to candidates with:
A minimum of five to ten years of work experience;
Bachelor’s Degree in Computer Engineering, Computer Science or equivalent discipline or a Technologist diploma with equivalent work experience; and,
Highly experienced developing embedded software including: OO programming, C, C++, GIT, SVN.
Experience in the following areas is considered an asset:
Familiarity with Matlab, Python, JavaScript, Java, HTML5; Make;
Communications standards: QAM, OFDM, DOCSIS 3.0/3.1, DVB-S2X, MPEG; and,
Agile development.
The ability to obtain a Secret security clearance and meet the eligibility requirements outlined in the Canadian Controlled Goods Program is mandatory.
Please apply with your resume, cover letter, and a copy of your transcripts.
Thank you for your interest in SED Systems! Candidates who are selected for interviews will be contacted.",No sponsored
Intermediate GIS Analyst (All EDI locations considered),"Saskatoon, SK",EDI Environmental Dynamics Inc.,None,"Intermediate GIS Analyst (All EDI locations considered)
Since we started EDI 25 years ago, we’ve hired extraordinary people – people who’ve helped EDI thrive. We’ve worked together to see team members achieve their goals, flourish in their careers, and be a part of something special. EDI is not just a company, we are their company.
Our benefits include: a challenging, engaging and rewarding work experience, competitive wages and vacation time, comprehensive benefits package, quarterly profit sharing and bonuses, paid personal days, employee ownership program and overtime pay with option to bank hours.
The successful candidate will be involved with a diverse range of GIS, data, and analysis tasks across a spectrum of environmental disciplines (wildlife, vegetation ecology, water, and fisheries). This position offers and opportunity to work with a committed team of environmental professionals to support effective resource management using science-based approaches. They will be part of a team that includes mutual mentorship and professional growth.
Our ideal candidate will hold the following education and experience:
A minimum of 2 years’ experience related to environmental sciences.
Post-secondary degree in GIS, or advanced diploma in GIS from a technical school, with an environmental sciences focus.
Experience with ESRI ArcGIS software is essential. Experience with Python scripting, model builder, and other GIS and analytical tools and software, including R and landscape modelling tools (e.g. Marxan, SELES, LABDIS), is an asset.
Desirable experience or aptitudes include the following:
Strong problem-solving skills and motivation for self-learning to support your ability to conduct diverse geospatial analyses.
Experience working with a range of environmental data (e.g. forest cover, remote sensing, imagery, DEMs, LiDAR, human disturbance mapping, hydrology, wildlife data).
Expertise conducting a range of GIS analyses related to environmental disciplines (e.g. wildlife habitat model implementation, least cost path analyses, DEM models, LiDAR analyses, remote sensing analyses, hydrological analyses).
Previous experience with Environmental Assessments is an asset, but not required.
Strong cartographic skills.
Ability to work independently and as part of a team.
Good time management skills in order to work on multiple projects and meet deadlines.
Previous consulting experience is an asset.
Interest in mentorship and life-long learning.
If you are ready for new challenges and a rewarding career experience, please email your resume in confidence by October 15, 2019 with EDI1015 in the subject line. Please indicate which office location you are applying to in your cover letter.
Applicants will be considered as their resumes are received and may be requested for an interview prior to the closing date. Only candidates requested for personal interviews will be contacted.
Job Type: Full-time",No sponsored
Research Associate,"Saskatoon, SK",Insightrix,None,"For the past 20 years, Insightrix Research has been Saskatchewan’s research authority. We turn data into knowledge, and knowledge into insight for our clients in the region and across the country. We’re looking to expand our growing team, including a permanent, full-time opening for a Research Associate.

If research is your passion and you’re interested in becoming part of Saskatchewan’s largest marketing research consulting firm, we’d like to hear from you.

This is a great opportunity to learn from some of our experienced market researchers! You will have the opportunity to be involved in projects that include both traditional and emerging research methodologies. The primary function of this position is supporting our senior researchers in all facets of a market research project, including conducting literature reviews, in-depth interviews, focus groups and surveys.


Primary Responsibilities:
Curiosity and a passion for uncovering insights
Post-secondary degree in a related discipline (e.g., business, social science, humanities, economics, math, etc.) – a master’s degree is considered an asset.
Strong attention to detail and a sense of urgency
Strong written and verbal communication skills
Experience in a statistical package like SPSS, Q, R or Python a plus
Experienced in visualizing data in unique ways – using tools such as infographics and advanced graphing techniques is considered an asset.
2+ years of marketing, market research, business strategy, business analytics experience an asset
Ability to manage multiple projects simultaneously while maintaining a strong client service orientation
Highly motivated, self-directed and possessing a driven personality, capable of working within tight deadlines
Proficiency in Microsoft Office (PowerPoint, Word, Excel, Outlook, etc.)

Qualifications:
A passion for research
Post secondary degree in a related discipline (e.g., business, social science, humanities, economics, math, etc.). A master’s degree is considered an asset.
8+ years market research experience, including both quantitative and qualitative methodologies
Strong leadership, collaboration, communication, analytical and interpersonal skills
Extensive experience crafting story-driven market research PowerPoint presentations
Experience with one or more the following: MaxDiff, concept testing, positioning, copy/ad, tracking, pricing, conjoints, driver analysis and segmentation
Strong attention to detail and a sense of urgency
Strong written and verbal communication skills
Proficiency in Microsoft Office (PowerPoint, Word, Excel, Outlook, etc.). Experience with Adobe Creative Suite is a plus.
Application Deadline is 5 pm October 4, 2019. Please send a cover letter with your resume to careers@insightrix.com. We thank all those who are interested; however only applicants selected for an interview will be contacted.",No sponsored
"Software Developer, Tools & Infrastructure","Saskatoon, SK",Benevity,None,"Benevity is the global leader in online workplace giving, matching, volunteering and community investment software, and we are seeking a talented Software Engineer, Tools & Infrastructure to join our growing technology team.
Go to Work and Change the World
Looking for meaningful work where you can have an impact? Benevity is the place for you.
We’re a fast-paced (and fast growing!) software company in the business of doing good. Our market-leading cloud solution powers Goodness programs that help some of the world’s most iconic brands engage their people, customers and communities by connecting them with causes they care about.
As a B Corp, we’re thrilled to be part of the next wave of companies that are committed to higher social and sustainability standards—a commitment you’ll see reflected in our mission-driven culture.
If you want to feel good about going to work every day, Benevity delivers. We’re an agile, high-performing team and we need new team members—people like you—to help us continue to innovate game-changing technology, and help our raving fans (er, clients!) successfully run world-class Goodness programs that create a culture of purpose and passion while making a positive difference in the world.
Imagine using your skills to catalyze a network of 10 million+ people from hundreds of the most recognizable global brands to connect with millions of charities around the world. At Benevity, you can!
When you Work at Benevity
You’ll have the once-in-a-career opportunity to be a part of a movement—helping some of the world’s most iconic brands drive social change and create a better employee experience that can attract, retain and engage today’s diverse workforce.
You’ll make more than just a paycheck. You’ll have the opportunity to combine your passion with purpose every day while achieving tangible results. Just last year our team delivered nearly 1,000 feature enhancements; not to mention we’ve continued to build game-changing products while processing over $2 billion in donations and 10 million volunteer hours to 150,000 charities worldwide.
You’ll join a high-performing, purpose-driven team that will help you advance your skills and adopt the growth mindset that’s essential to success at our company (and in everyday life). Our inclusive environment will allow you to come to work each day and be your best, most authentic self.
You won’t find a lot of office policies and politics around here, but you will find dogs. You’ll also find a lot of passionate people who are all owners in the company. That doesn’t just mean potential equity in the company (though it means that, too!), but also a sense of responsibility and pride that we’re in this thing together.
Responsibilities will include
Help grow and introduce improvements to Benevity’s multi-team multi-technology build/install/test environments that support the company’s SDLC through continuous delivery infrastructure and focus immensely on automation
Work closely with internal users throughout the development and testing process to understand their needs and rapidly iterate on solutions
Create and improve automation of the Jenkins pipeline and optimize it based on various KPIs
Provision and support various environments used during the development and test lifecycle
Integrate, extend, and maintain existing tools and infrastructure
Develop CLIs, GUIs, and APIs to address different needs
Identify opportunities to adopt and adapt new tools and techniques from the industry
Actively participate in regular team meetings, discussing issues related to productivity, process, workflow and quality
Skills/Qualifications
Cloud solutions platforms (AWS, GCP, Azure, Openstack). Certification would be a bonus, but not required
Continuous integration and/or deployment tools (Jenkins)
SCRUM/Agile methodologies
Containerization/virtualization technologies (Docker, Openshift, Kubernetes, Vagrant)
Infrastructure as Code is a must!
Orchestration tools (Terraform or CloudFormation)
Configuration Management tools (Ansible, Chef or Puppet)
Development experience with a strong coding skills (Java, PHP, Go, Ruby, Python or Node.js)
Working knowledge of Unix/Linux Operating Systems, SQL Databases
Comfortable with Linux Shell/Command Line and Shell scripting
Knowledge of Git/GitFlow version control
Eager to learn, learn quickly, pivot and adapt to tasks when required
Strong ability to work independently as well as with cross-functional teams
Excellent verbal, written, analytical and communication skills
A DevOps mentality with problem solving skills and initiative
Our Commitment to a Diverse Culture
We believe in the power of diversity and we’re dedicated to creating a diverse, equitable and inclusive environment at Benevity. We ensure equal opportunity for all applicants and encourage people of all visible minorities, including Indigenous applicants, and those of any religion, sex, age, ability, sexual orientation, gender identity or expression to apply.
A Place for all Genders in Tech
Gender diversity and equality benefits everyone. We’re committed to supporting all gender identities and expressions in tech by sharing stories and advocating for equality. We’re also proud to partner with forward-thinking organizations like Chic Geek and Next Gen Men, who continue to build a more vibrant, inclusive and diverse technology landscape.
While we sincerely appreciate every application received, only those candidates selected for an interview will be contacted.",No sponsored
Data Scientist,"Saskatoon, SK",Nutrien,None,"Data Scientist - (Saskatoon, Saskatchewan, Canada)
At Nutrien, our Purpose is to grow our world from the ground up and we do so with safety and integrity as our core values. Nothing is more important than sending our people home safe, every day.
Nutrien is a leading provider of agricultural products, services, and solutions. With approximately 20,000 employees world-wide, we are the largest producer of potash (by capacity) and one of the world’s largest producers of nitrogen and phosphate. We also operate a leading agriculture retail network that services over 500,000 growers.
We harvest the best. Diverse views and experience make us strong. We look for people who have a safety-first mindset, who are collaborative team players, who deliver on their commitments, who are innovators in search of a better way, and who believe in inclusion.
Working at Nutrien will provide you an opportunity to help us Feed the Future, and grow your career.
The Potash Business Unit is establishing a Full Potential Office (FPO), with the mandate to oversee, support and accelerate the delivery of transformation initiatives that will strengthen the Potash BU’s operational excellence and introduce innovative new digital solutions.

The FPO will comprise of three groups, a Central Program Management Office (PMO) to oversee results delivery across program initiatives and manage program risks, a digital program team to develop the BU’s digital strategy and drive execution of new digital solutions, and a capability Centre of Excellence (COE) to support program initiatives with critical capabilities.
This role is a critical part of the Digital Program, and is responsible for successfully managing and delivering the strategy for the Connected Worker Digital Destination (i.e., a Digital Destination is an area of focus for our company to introduce new innovative digital solutions).

The Data Scientist is a part of a group of advanced analytics experts in the Centre of Excellence to be deployed to high priority initiatives that require analytical expertise. Working in an Agile environment, the Data Scientist will apply advanced analytics to tackle complex and non-routine business problems to drive to actionable business insights. The Data Scientist will also help identify potential use case opportunities that may be benefit from the support of advanced analytics.
This role will report to the Senior Manager, Centre of Excellence.

What you will do:
Conduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations to translate insights into actionable business solutions
Build statistical models that leverage tracked metrics from mining sites to identify key opportunities or progress areas from initiatives
Actively seek and identify where data science can provide value to business areas across the BUs, provide solutions to BUs analytical problems and validate the solution performance
Engage with stakeholders to ensure that data insights are effectively communicated through the most appropriate data visualization and navigation tools
Report to the Senior Manager, Centre of Excellence
What you will bring:
Background in Applied Math, Statistics, Physics, Engineering, or Computer Science; Advanced degree strongly preferred
5+ years of experience with data science and statistical analysis
Examples of domain expertise of interest are: predictive modeling, time series forecasting, computer vision, text mining, graph analytics with strong programming skills in Python or R
Experience with dashboard and reporting tools such as Tableau and Qlik
Experience with deep learning tools such as Keras, TensorFlow or Theano is a plus
Ability to discuss analytics and technicalities to a business audience
Track record of successful execution of results in a team setting
Strong communication skills with ability to process and explain complex technical concepts and align organization on decisions
Are you a good match? Apply today!
Nutrien is an equal opportunity employer that is committed to creating an inclusive workplace. We evaluate qualified applicants without regard to race, color, religion, age, sex, sexual orientation, gender identity, genetic information, national origin, disability, veteran status, and other legally protected characteristics
This job will remain posted until filled. In accordance with Nutrien policies, you will be required to undergo a background check and may be required to undergo a substance test. While we appreciate all applications we receive, only candidates under consideration will be contacted.",No sponsored
