Title,Location,Company,Salary,Description,Sponsored
Senior Software Developer - IOT,"Saskatoon, SK",Yardi Canada Ltd.,None,"Yardi Canada is looking for a Senior Java Developer to join our team in Saskatoon, SK. We're building an IoT solution for the multifamily market (apartment and condo buildings) to help get these units up to date with the latest tech available for automation and comfortable living!
We are developing a cloud-based system to make it easy to build applications that communicate with millions of devices. To do this, we make use of numerous technologies, and we always strive to use the right tool for the job. If you have extensive expertise in the following areas and building large scalable systems sounds like the kind of challenge you’re interested in, we’d love to hear from you!
Java, and associated toolchain: Junit, Maven, etc.
REST-based microservices
Distributed systems esp. with Akka and actors
CQRS and Event Sourcing
Docker, Kubernetes, Helm
TDD and clean coding principles
IoT development
It’s a bonus if you have experience with:
Device communication protocols (Z-Wave, Zigbee, BLE …)
Prometheus, Grafana
NATS, Redis, Varnish, Cassandra
Security risk and vulnerability mitigation
As a programmer at Yardi you will work on a tightly knit, cross functional dev team in a friendly open space. Your primary focus will be on backend systems and microservices that work together to orchestrate operations across millions of devices. However, you will also have opportunities to contribute to other aspects of development and be expected to guide and mentor others. The people we work with are as important to us as the work we do. At Yardi you will have the opportunity to get to know your co-workers through social and charity events.
Email your resume to introduce yourself to our team. Only candidates legally authorized to work in Canada will be considered.
---
From a small software startup focused on quality software and customer satisfaction, in four decades Yardi has grown into a global corporation with offices worldwide. The key to our longevity and stature is the importance we place on relationships – both outside and inside the company. Our employees are our most valuable asset. We empower, encourage, and challenge them so that, together, we can provide our clients with the superior products and service they have come to expect. We also believe it is vitally important to contribute to the health and well-being of our community, whether by volunteering time and energy to worthwhile causes or providing financial support to advance humanitarian goals.
Job Types: Full-time, Permanent
Experience:
Java: 3 years (Required)
Akka: 2 years (Preferred)
IoT development: 1 year (Preferred)",Sponsored
IT Programmer Analyst ( Java),"Regina, SK",Finney-Taylor Consulting Group,None,"Job Description :Our client in Regina is seeking an experienced IT Programmer Analyst ( Java) to join their team.

Must Have Primary Skills :
Minimum (5) years experience designing, developing, modifying, testing, and documenting computer applications according to prescribed requirements and standards
Minimum (4) years experience researching, evaluating, designing, customizing, testing, installing, implementing, and maintaining applications.
Experience working with J2EE , Java Server Pages (JSP) , JDBC, Java Server Faces (JSF)
Minimum (3) years experience proposing, discussing, and evaluating technical and business solutions to help solve/meet the business need


Nice To Have Secondary Skills :
Experience with Javascript/ AngularJS
Minimum (4) years experience taking corrective action when there is a risk of an objective not being met.
Minimum (3) years experience providing technical advice, guidance, training, and support to user, customers, and systems staff relating to complex products and applications.


Proven Experience In :
Interpret technical manuals and documentation; develop/provide manuals/training on the application of technology.
Assist with developing project/service delivery cost/benefit estimates. .

IND1
Skills
Software
Must Have at least 5 years of experience with/in Java
Must Have at least 5 years of experience with/in J2EE",Sponsored
API Developers,"Regina, SK",TES - The Employment Solution,None,"Job Location: Regina, SK

The Client is seeking two software developer resources for a six-month term to assist with an API development project.

We’re looking for candidates with
considerable experience with API development,
Java,
Spring
boot,
SQL,
Automated Testing and
Agile methodologies.
Successful proponents will be contributing to an in-flight development project and will be tasked with new development, code refactoring and testing practice optimization.",Sponsored
UI/UX Engineer,"Saskatoon, SK",Bourgault Industries,None,"Bourgault Industries is a leading global manufacturer of technologically advanced seeding and tillage equipment. Our mission is to design, manufacture and distribute the highest quality, most durable and reliable farm equipment in the world that is affordable and meets or exceeds the expectations of our most demanding customers.
We are looking for a talented UI/UX Engineer to join the automation team in Saskatoon, SK. In this role, you will be a core contributor to the architecture and implementation of our front-end/GUI products. The ideal candidate is self-motivated, self-directed, conceptual, passionate about user-oriented design, and welcomes technical challenges.
Responsibilities:
Design and develop graphical user interfaces for mobile and desktop applications
Ensure usability and technical feasibility of UI/UX designs
Analyze and conceptualize new UI/UX products
Integrate and test UI with electronic sensors and control systems
Communicate with other teams (purchasing, manufacturing, service, etc.) for new product integration.
Communicate with dealers and customers for feedback and input on product.
Occasional travel to main production facility in St. Brieux.
Occasional travel to various test locations.
Qualifications:
Degree in Software Engineering, Computer Science or related field, with applicable background
4+ years of proven work experience on desktop and mobile applications
2+ years working with an IOT cloud service such as Azure IoT
Experience with cross platform UI development frameworks such as Xamarin or Qt
Capable of assembling user-oriented UX designs and implementing them as functional UI
Strong software development skills (C#, Java, Objective-C, Javascript, C/C++, Python)
Ability to independently develop software development plans, including timelines and test procedures
Understanding of software architecture and lifecycle
Strong organizational skills and an ability work independently or within a team
Effective interpersonal and communication skills
Ability to think critically and analytically
Enjoy getting your hands dirty and work in an environment that supports being self-directed!
Bonus Qualifications:
Knowledge and passion for the agricultural industry
Familiar with hydraulic control, electric motor control and displays
Embedded software development experience
Experience with GUI-based instrumentation panels
Bourgault Industries offers competitive, performance-based salaries, company-wide profit sharing, health & dental benefits, a company-matching RRSP plan, and more! At Bourgault Industries, we recognize the importance of our team members and their personal and career development.
If you’re looking to make a difference with a company that values your hard work and innovation, apply now!
Please Note: all applications must be submitted on our website (www.bourgault.com). Thank you!
Job Type: Full-time
Experience:
desktop and mobile app: 4 years (Preferred)
IOT cloud: 2 years (Preferred)
Education:
Bachelor's Degree (Required)",Sponsored
Quality Assurance Specialist - IoT Team,"Saskatoon, SK",Yardi Canada Ltd.,None,"Yardi Energy needs a QA Specialist to help our IoT team in Saskatoon bring the latest tech available for automation and comfortable living to the multifamily market (apartments and condos).
Working directly with the development team, you would contribute to the full development life cycle from design through to production deployment. You will work with the Scrum Master to define acceptance criteria, execute test plans and procedures to verify that story development has met that acceptance criteria, and perform release verification testing. You will also help identify common issues and contribute to overall development process improvements.
Our ideal candidate has:
worked on a Scrum team where QA was an integral part of the development process
a keen desire to work side by side with software developers
tested N-Tier web and IoT applications
experience with automated testing
Familiarity with the following is a bonus:
RobotFramework or any other Selenium WebDriver based product
Postman
Jmeter
Java, Junit
Jira for bug tracking
If you want to be part of the team outfitting apartments and condos with the latest automation tech, make a move and send us your resume. Only candidates legally authorized to work in Canada will be considered.
---
From a small software startup focused on quality software and customer satisfaction, in four decades Yardi has grown into a global corporation with offices worldwide. The key to our longevity and stature is the importance we place on relationships – both outside and inside the company. Our employees are our most valuable asset. We empower, encourage, and challenge them so that, together, we can provide our clients with the superior products and service they have come to expect. We also believe it is vitally important to contribute to the health and well-being of our community, whether by volunteering time and energy to worthwhile causes or providing financial support to advance humanitarian goals
Job Types: Full-time, Permanent
Experience:
Java: 1 year (Preferred)
Agile: 1 year (Preferred)
Quality Assurance: 3 years (Preferred)
IoT: 1 year (Preferred)",Sponsored
Intermediate Java Developer,"Regina, SK",Finney-Taylor Consulting Group,None,"Job Description :Our large Regina client is seeking experienced 2 Intermediate Java Developers to join their team for a 1 year contract position.

Must Have Primary Skills :
Must Have Primary Skills :2-3 years of Java experience
Working knowledge of SQL and database design concepts
You should have a BSC. in Computer Science with a major in software development.


Nice To Have Secondary Skills :
Excellent verbal and written communication skills
Detail oriented and self-directed


Proven Experience In :
As noted

IND1
Skills
Software
Must Have at least 4 years of experience with/in Java
Must Have at least 3 years of experience with/in HTML",Sponsored
Senior Software Developer,"Regina, SK",Vivvo,None,"Senior Software Developer
Vivvo Application Studios is looking for senior, seasoned developers for our software development team. The successful applicant will play a key role in helping shape our software development team and ensure successful delivery of key projects, reflecting our company values along the way.
About Vivvo
Vivvo is a Regina based software development company. We are experts in Human Digital Services, Identity Relationship Management, software development, and service delivery.
At Vivvo our passion is producing solutions that make a difference. We believe in building long term relationships with our customers, through win-win engagements, is the key to delivering highly strategic and tangible value. We don’t work in a stagnant industry. Every project that comes our way is an opportunity to take a new and different approach. We are passionate about continuous learning and growth. The status quo is simply not an option. We operate with an inclusive, abundance mentality in all we do.
As a member of the Vivvo team your reward will be a cool job in a great industry, competitive salary, benefits and a fun, flexible workplace.
Required Skills and Abilities
Java EE experience, Spring and Spring boot experience is a plus
Experience with RestFul Web services and related protocols
Experience with front end frameworks such as Angular
Strong understanding of agile development methodologies and best practices
Ability to implement effective processes and tools to support them
Deep experience with Git or other version control systems
Experience with cloud technologies is a definite plus
Displays a passion for software development (with examples)
Must be willing to work in Regina, SK
Desired Personal Attributes
Natural leader who loves to coach and mentor
Positive attitude; looking at challenges as an opportunity
Entrepreneurial and innovative spirit
Embraces change and new ways of doing things
Technology enthusiast invested in self-improvement and learning
Collaborative; works well in a team or independently
To apply please submit your cover letter and resume to information@vivvo.com",No sponsored
Backend Developers,"Saskatoon, SK",Diitalk,None,"Diitalk Communications Inc. is looking for strong Backend Developers with a passion for DevOps, Web Development, VoIP and Automation.

Skills and Qualifications:
Bachelors degree in a related field or 3+ years of relevant experience
Strong understanding of Software Engineering fundamentals
Experience with Git & open-source frameworks/libraries
Knowledge of Design Patterns & Event Driven Programming
Experience with Cloud Computing, Software Development & DevOps
Familiarity with modern mobile technologies & services
Excellent communication skills with the ability to explain complex information to non-technical audience

Nice to have the following skills:
Familiarity with Mobile development & Linux administration
Knowledge of Agile development methodologies
Familiarity with the technologies we use

Technologies we use:
PHP, PostgreSQL, Git
Swift, Java, Objective-C
Kohana, Phinx, PHPUnit
MongooseIM, RabbitMQ, Redis, FreeSwitch, Kamailio
Docker, Kubernetes, AWS, ELK Stack, Firebase
Erlang, C, VoIP/SIP/XMPP/PJSIP/telephony
Mobile Payments, Ads, OAuth & other APIs
HTML, CSS, JavaScript
Linux, Shell scripting
Atlassian, Slack, Sentry, Crashlytics
APPLY
×
RE: Backend Developer
Resume/CV (Required):
Cover Letter (Optional):
Send Application",No sponsored
IT Application Support Analyst (SharePoint),"Regina, SK",eHealth Saskatchewan,$36.63 - $44.58 an hour,"Who is eHealth Saskatchewan?
eHealth Saskatchewan is a Treasury Board Crown Corporation with a unique blend of healthcare and IT services. Our vision is to empower patients and enable care, with a mission to make patient information available electronically to patients and their healthcare team. It is a complex environment, constantly evolving and quickly changing. A large and complex organization, we currently house more than 92 million lab results, 130 million prescriptions, and 500 million digital Diagnostic Images for a provincial population of one million citizens. All of this information is securely protected, delivered, and readily available to healthcare providers through a vast array of platforms and exchange tools within physician offices, acute care centers, pharmacies, and labs throughout our province. eHealth has also developed a web based viewer for healthcare providers to bring all this information into one easy-to-use and readily available eHR Viewer (currently more than 7,000 providers are signed up to access this service) and provides Telehealth services in 350 locations spanning 135 communities. We are also embarking on the development of a web-based patient platform for each citizen of Saskatchewan, where they will be able to log in to access their own health records and take charge of their own healthcare in partnership with their healthcare provider(s).

About the Role
IT Application Support Analyst (SharePoint) - eHealth Saskatchewan is seeking a dynamic, highly motivated, results oriented individual who will be responsible for troubleshooting and resolving technology issues and applications that have the potential to impact patient care. This is an integral role in our chain of care and we are looking for a troubleshooter who takes pride in strong customer service.

Reporting to the Manager of Business Applications Support, you will be responsible for developing, assessing, monitoring, sustaining and/or optimizing the performance of large scale custom-developed applications, with COTS products, interfaces and associated environments. You will be responsible for trouble shooting and resolving incidents, as well as be the regional point-of-service and Ministry of Health applications and services support. You will also assist with planning and lead implementations of new applications and technology changes or upgrades in a complex, integrated environment.

The incumbents will possess a strong technical knowledge base and background - demonstrated working knowledge of IIS technologies, UNIX environments, .Net C# development and support, SharePoint development application delivery, and relational databases including MS SQL. Also, the incumbents will have proven experience and skills in effective communication; problem solving, documentation standards, and a rigor for change management protocols and quality control are also required.

Specifically, you will have demonstrated working knowledge and familiarity with:
Minimum 5-6 years’ experience with SharePoint development, forms, and workflows (Mandatory);
Minimum 2-3 years’ experience with Nintex forms and workflows (Mandatory);
Minimum 2-3 years’ experience with Java Script (Mandatory);
Minimum 2-3 years’ experience with SharePoint Branding (Mandatory);
Minimum 2-3 years’ experience with Microsoft .Net Framework libraries, with a preference for recent ASP.Net Core Framework (Mandatory);
Minimum 2-3 years’ experience with C Sharp ;(C#) ;troubleshooting/programming (Mandatory)
Experience with design and code reviews; understanding of revision control and experience with unit testing (Mandatory);
Familiarity with SQL Server database technologies, preference for SQL Server 2016;
Healthcare application experience (Desired);
Experience working in projects with Agile Methodology;
Requirement analysis and solution design techniques; and
Service level protocols, change management protocols; and quality control procedures.

Education and Certification
Four-year college diploma or university degree in computer science or computer engineering; and/or combination education and a years’ equivalent work experience

You will have the ability to:
Develop and support .Net, C#, and SharePoint applications;
Write a variety of detailed, accurate and clear technical material such as user and systems requirements;
Solve complex problems by extracting, recalling, synthesizing, conceptualizing and applying ideas, processes and information and to incorporate new technology and create new solutions within a constantly changing technological and business environment;
Prioritize issues and one's workload;
Understand when to escalate issues to other team members or disciplines as appropriate;
Communicate effectively, both written and verbal, with customers and team members;
Effectively work independently and participate as a team member to meet the needs of clients and co-workers and to build productive, positive work relationships;
Gather, understand and synthesize specialized information in a way that can be applied to meet the needs of the organization and customer and within given constraints; and
Provide excellent customer service through strong interpersonal skills.

You will be:
Service oriented, patient, honest, and respectful / tactful;
Thorough, disciplined, organized, and strong attention to detail; and
Creative, logical, and have a strong motivation for continuous improvement, learning, and closure of issues.

While we strive to offer our employees a healthy work-life balance, working beyond normal office hours occasionally may be required for this position.

If this sounds like the opportunity you've been looking for, we'd love to hear from you.

We are committed to workplace diversity.
Number of Openings: 1
Closing Date: Sep 26, 2019, 5:59:00 AM",No sponsored
Intermediate Software Developer - Sirius XM,"Saskatoon, SK",SED Systems,None,"The diagram below shows a generalized system architecture as well as the technologies that are currently being used on the project. The highlighted sections are the pieces of the system that you will be working with the main focus being Java application development.
Key Technologies:
Browser: JS Foundation, SCSS
UI Server: Apache Web Server, Python, Flask, Jinja2
Application Server: Java, Python, C++
Database: PostgreSQL, Couchbase
Linux

Responsibilities:
Write server side code and unit tests primarily in Java, including performing code reviews
Participate in integration and test including factory acceptance testing
Troubleshoot problems in a large code base
Recommend software environment improvements
There are two methods to advancement:
Technical track - become a system expert and be able to code at a very high level
Leadership track - work to become a software lead and manage a group of software developers

The additional responsibilities for each of these are outlined in the table below:

The Process:
The SiriusXM team has approximately 30 developers, all assigned to smaller teams that focus on system improvements as defined by SiriusXM. The software goes through the following life-cycle:


Benefits:


The Requirements:
A four-year degree in Computer Science or equivalent
3-5 years Java development experience
Demonstrated ability to work in a team environment
Strong communication skills
Agile experience is an asset
Docker, Couchbase, Postgresql, Linux experience is also an asset

The ability to meet the requirements outlined in the Canadian Controlled Goods Program is mandatory. All employees will be required to apply for and receive a Government Security Clearance.

Please apply with your resume and cover letter on our website at www.sedsystems.ca/careers/current-opportunities.

Thank you for your interest in SED Systems! Candidates selected for an interview will be contacted.",No sponsored
Software Developer,"Regina, SK",Vivvo,None,"Vivvo Application Studios is looking for a Java developer to join our software development team. The successful candidate will play a key role in helping shape our software development team while reflecting our company culture.
Required Skills and Abilities
Javascript technical skills:
JavaScript development (ES6 & TypeScript)
Front end frameworks experience (AngularJS)
JavaScript Build tools (WebPack & npm)
Understanding of CORS, Cookies, HTTP, cross-browser support
Debugging JavaScript with developer tools or custom tooling for performance improvements
Java technical skills:
Strong Java development
Understanding of APIs, design patterns, security, optimization
Understanding of RESTful Services and Microservice architecture
Knowledge of SpringBoot and Spring is an asset
Deep experience with Git or other version control systems
Desired Personal Attributes:
Positive attitude; looks at challenges as opportunities
Entrepreneurial and innovative spirit
Embraces change and new ways of doing things
Technology enthusiast invested in self-improvement and learning
Desire to give back
Collaborative; works well in a team or independently
Passion for software development with project examples
About Vivvo
We are a Regina based software development company; experts in Human Digital Services, Identity Relationship Management, software development, and service delivery.
Our passion is producing solutions that make a difference. We believe in building long term relationships with our customers through win-win engagements is the key to delivering highly strategic, tangible value. We don’t work in a stagnant industry. Every project that comes our way is an opportunity to take a new and different approach. We are passionate about continuous learning and growth. We operate with an inclusive, abundance mentality in all we do.
As a member of our team your reward will be a cool job in a great industry, competitive salary, benefits, and a fun, flexible workplace.
Work location is Regina, SK. Must be willing to relocate (Must have Canadian Citizenship or PR status).
To apply, email your resume to information@vivvo.com
No Vendors or Agencies please",No sponsored
Business Analyst,"Regina, SK",S M SOFTWARE SOLUTIONS INC.,$50 - $70 an hour,"Saskatchewan Government Insurance (“SGI”) is looking for Business Analyst Resources in all the markets SGI serves, including Saskatchewan, Alberta, British Columbia, Ontario and Manitoba.
The Saskatchewan Auto Fund administers the province’s compulsory auto insurance program issuing drivers’ licenses and providing compulsory auto insurance on behalf of the province of Saskatchewan.
SGI CANADA is the trade name used for the general insurance operation of SGI in the province of Saskatchewan. SGI CANADA operates in a competitive environment with other insurance companies. General insurance is sold through an appointed force of over 300 independent insurance brokers situated throughout Saskatchewan.
SGI CANADA Insurance Services Ltd. provides general insurance in the provinces of Alberta, Manitoba, Ontario and British Columbia.
THE DELIVERABLES
Typical Business Analyst duties include, but are not limited to the following:
Elicitation, documentation and ongoing prioritization of function and non-functional requirements in waterfall and agile delivery frameworks
Epics, features and user stories development
Understanding and documentation of process and procedure implications
Development, management and execution of test plans
Documentation and management of requirements traceability
Collaboration with organizational change management in understanding, planning and managing change.
MATERIAL DISCLOSURES
When SGI requires a Business Analyst the following will be required:
Degrees, diplomas and certificates relating to the expertise pertaining to the Business Analyst roles and responsibilities.
Description of the projects the resources worked on, and the role the proposed resources were responsible for in those projects.
Include related software knowledge specific to the Business Analyst function.
Provide three (3) references with each resume, from organizations that have worked with the proposed candidate(s) in this type of role and provide the required contact information. Recent experience would be preferred. The Proponent may list SGI contacts as a reference.
SGI will review and evaluate the information submitted, and will schedule interviews with the candidates based on the requirements for the work engagement. Sample copies of the following documents may be requested by SGI for the Business Analyst being interviewed:
Technical Specification Documents
Functionality developed according to design specifications using Java
Code Review Checklists
Creation and execution of test scripts in order to verify that each programmed module will function properly when it is inserted into the system.
Creation and execution of system tests to prove that the system is meeting the defined business requirements.
Please cleanse documents accordingly prior to submission to SGI to ensure you preserve confidentiality where/when necessary.
Job Type: Contract
Salary: $50.00 to $70.00 /hour
Experience:
insurance: 5 years (Required)",No sponsored
PLSQL Developer,"Regina, SK",Agrius Solutions,None,"A minimum of 3 years of experience developing with Oracle PL/SQL.
Possess excellent verbal and written communication skills
Work closely with business and other IT team members on a day to day basis to address production support issues, changes and enhancements to existing applications.
Have the ability to troubleshoot and work through complex technical issues.
Have the ability to work as part of a larger team as well as independently
Proven track record developing and maintain good documentation.
Have proven ability to switch focus quickly, learn new skills, and effectively prioritize work items, with minimal direction.
Typical Duties
Design, estimate, develop and test complex PL/SQL programs.
Preparing detailed specifications/documentation for programs
Participate in design sessions.
Analyzing, solving existing application problems.
Participating in multiple assignments at the same time.
Other preferred Skills:
Experience with Oracle Developer Suite (Oracle Forms and Reports Developer), JDeveloper, Java and JavaScript
Exposure to working within an iterative project management framework.
Oracle Application Server / WebLogic Server
Database Administration (Oracle)",No sponsored
PowerBuilder / .NET Developer,"Regina, SK",Agrius Solutions,None,"A minimum of 5 years of experience developing with
PowerBuilder
Microsoft ASP.NET / C#
Java
BizTalk
Possess excellent verbal and written communication skills.
Work closely with business and other IT team members on a day to day basis to address production support issues, changes and enhancements to existing applications.
Have the ability to troubleshoot and work through complex technical issues.
Have the ability to work as part of a larger team as well as independently
Proven track record developing and maintain good documentation.
Have proven ability to switch focus quickly, learn new skills, and effectively prioritize work items, with minimal direction
Typical Duties
Design, estimate, develop and test complex PL/SQL programs
Preparing detailed specifications/documentation for program
Participate in design sessions
Analyzing, solving existing application problems.
Participating in multiple assignments at the same time
Other Preferred Skills
Exposure to working within an iterative project management framework.
Database Administration (SQL Server/Oracle)",No sponsored
iOS Developer,"Saskatoon, SK",Diitalk,None,"Diitalk Communications Inc. is seeking extraordinary iOS developers with an eye for beautiful UI and passion for providing the best UX.

Skills and Qualifications:
Bachelors degree in a related field or 3+ years of relevant experience
Strong understanding of Software Engineering fundamentals
Experience with iOS application development, Apple Frameworks & Git/SVN
Knowledge of Design Patterns & Event Driven Programming
Proficiency in Swift and Objective-C
Familiarity with modern mobile technologies & services

Nice to have the following skills:
Practice with Android & Web Development
Knowledge of Agile development methodologies
Experience with cross platform frameworks and libraries (Flutter, React, etc.)
Familiarity with the technologies we use

Technologies we use:
PHP, PostgreSQL, Git
Swift, Java, Objective-C
Kohana, Phinx, PHPUnit
MongooseIM, RabbitMQ, Redis, FreeSwitch, Kamailio
Docker, Kubernetes, AWS, ELK Stack, Firebase
Erlang, C, VoIP/SIP/XMPP/PJSIP/telephony
Mobile Payments, Ads, OAuth & other APIs
HTML, CSS, JavaScript
Linux, Shell scripting
Atlassian, Slack, Sentry, Crashlytics",No sponsored
Senior Embedded Software Developer,"Saskatoon, SK",SED Systems,None,"The successful applicant will interface with DSP algorithm developers and FPGA logic developers to define the software architecture. The individual will also develop embedded applications for SED Systems newest generation of wide-bandwidth and high-speed RF products and solutions that implement cutting edge DSP algorithms while utilizing the most advanced FPGAs available in the market today.
Responsibilities:
Embedded Software development: architecture, implementation, unit test, and functional verification;
Developing API/Drivers, OS platform drivers, HALs, GUIs and software for embedded Linux systems on ARM;
Monitor and control software for FPGAs, PLLs, ADCs, LCDs, modulators and demodulators; and,
Communication protocols such as SCPI, HTTP/HTTPS, and SNMP.

The Person:
This position will be of interest to candidates with:
A minimum of five to ten years of work experience;
Bachelor’s Degree in Computer Engineering, Computer Science or equivalent discipline or a Technologist diploma with equivalent work experience; and,
Highly experienced developing embedded software including: OO programming, C, C++, GIT, SVN.
Experience in the following areas is considered an asset:
Familiarity with Matlab, Python, JavaScript, Java, HTML5; Make;
Communications standards: QAM, OFDM, DOCSIS 3.0/3.1, DVB-S2X, MPEG; and,
Agile development.
The ability to obtain a Secret security clearance and meet the eligibility requirements outlined in the Canadian Controlled Goods Program is mandatory.
Please apply with your resume, cover letter, and a copy of your transcripts.
Thank you for your interest in SED Systems! Candidates who are selected for interviews will be contacted.",No sponsored
Microsoft C/C++ Developer,"Regina, SK","CGI Group, Inc.",None,"Position Description:
CGI is the World's 5th largest independent IT and business process services company. We provide high-end business and IT Consulting, Systems Integration and IT & Business Management services. CGI has over 100+ IP-based business solutions in 40 countries spanning Financial Services, Government, Healthcare, Manufacturing, Retail, Telecommunications, Utilities and Oil & Gas. We are a proven and demonstrated success, achieving an industry-leading track record of on-time, on-budget projects and innovative solutions.

CGI has an exciting opportunity for a Microsoft C/C++ developer to join our CGI Regina team. You will be a member of multi-disciplinary team, contributing to the enhancement and maintenance of systems with the opportunity to grow your skills in multiple technology directions.

We're expanding in Western Canada and we need your skills, enthusiasm, and dedication as part of our team. This is a great opportunity to become an employee of CGI Regina to provide leading IT services to our clients.

Your future duties and responsibilities:
Design and develop solutions to client application enhancement requests
Perform root cause analysis to troubleshoot application issues and design and develop fixes
Contribute in all phases of the development life cycle
Write well designed, testable, efficient code
Ensure designs are in compliance with specifications
Prepare and produce releases of software components
Work seamlessly with geographically distributed teams
Participate in the daily huddle and provide status updates, contribute to team meetings
Explore opportunities to add value to by bringing innovations forward
Required qualifications to be successful in this role:
Intermediate level Microsoft C++ knowledge and experience
Willingness to participate in an on-call rotation
Desirable Qualifications:
Intermediate level JAVA experience
SQL experience
DB2 experience
Technical Environment:
Microsoft C++, C
JAVA
SQL/DB2
Linux
MQ Series
Education:
Post-secondary education in relevant information technology discipline or equivalent work experience
#Li-AM1

Skills:
C++
JavaScript
Linux
SQL
C
DB2
Java
MQSeries
What you can expect from us:
Build your career with us.

It is an extraordinary time to be in business. As digital transformation continues to accelerate, CGI is at the center of this change—supporting our clients' digital journeys and offering our professionals exciting career opportunities.

At CGI, our success comes from the talent and commitment of our professionals. As one team, we share the challenges and rewards that come from growing our company, which reinforces our culture of ownership. All of our professionals benefit from the value we collectively create.

Be part of building one of the largest independent technology and business services firms in the world.

Learn more about CGI at www.cgi.com.

No unsolicited agency referrals please.",No sponsored
Senior Software Developer - Sirius XM,"Saskatoon, SK",SED Systems,None,"The diagram below shows a generalized system architecture as well as the technologies that are currently being used on the project. The highlighted sections are the pieces of the system that you will be working with the main focus being Java application development.

Note: All development is done in a Linux environment.

Responsibilities:
Develop server-side code
Java is the primary language
Python/C++ is an asset
Write unit tests (test driven development is encouraged)
Code reviews
Investigate, recommend and help implement software architecture/environment changes
Troubleshoot problems in a large code base
Technical software evaluation
Investigate and integrate third party libraries
The Process:
The SiriusXM team has approximately 30 developers, all assigned to smaller teams that focus on system improvements as defined by SiriusXM. The software goes through the following life-cycle:
Benefits:


The Requirements:
A four-year degree in Computer Science or equivalent
7 years or more Java development experience
Demonstrated ability to work in a team environment
Demonstrated communication skills
Agile experience is an asset
Docker, Couchbase, Postgresql, Linux experience is also an asset
The ability to meet the requirements outlined in the Canadian Controlled Goods Program is mandatory. All candidates will be required to apply for and receive a Government Security Clearance.

Please apply with your resume and cover letter to our website at www.sedsystems.ca/careers/current-opportunities.

Thank you for your interest in SED Systems! Candidates selected for an interview will be contacted.",No sponsored
Experienced Salesforce Consultant/Developer,Saskatchewan,IBM,None,"Introduction
.

Your Role and Responsibilities

As part of our continuous transformation IBM Global Business Services (GBS) has established a Global Cloud Services Practice to meet the consulting demands of today’s rapidly changing market. We are a world leading strategy consultancy with deep industry and market CRM consulting and Salesforce.com expertise and we are looking for developers in the Salesforce space.

Salesforce.com is the world's leading CRM software and enterprise cloud ecosystem. Salesforce empowers companies to connect with their customers
in a whole new way. They are the fastest growing of the top 10 enterprise software companies, the World's Most Innovative Company according to Forbes,
and one of Fortune's 100 Best Companies to Work For six years running.


The developers in this role use their background in IT (administration, consulting or development) to work on a specific client project or solution.
They will ensure that the custom solution is integrated into the overall program, and provide fixes to defects identified by the quality assurance team
during the software development life cycle.

The position can be based in Bratislava, Banská Bystrica or Košice.

What would be your responsibilities?

Requirements gathering and analysis
Configuration and development of business solutions based on the Force.com platform
Test, documentation and deployment
Support and maintenance
Active communication with the customers, business analysts and other service delivery teams in order to perform regular operations tasks as well as solve
the application issues

What do you need for your success?

Required:
IT related education / IT Background (Application developer, IT Consultant role)
Communication skills, written and verbal
Fluent English
Excellent analytical and problem-solving skills
Ability to work independently and as a team player
Some experience with one or more of the following:
Force.com development experience with a strong focus on APEX and Visualforce development Web application development experience XML, SQL,
Eclipse, (HTML, PHP, JavaScript and CSS), Web Services (SOAP, REST, HTTP)
Previous experience as software developer with OOP (Apex, Java, .NET or similar)

Desirable:
Fundamental understanding of CRM space is a huge plus
Salesforce certifications and trainings (APP BUILDER / Platform Developer I-II or other)
Experience with agile development practices / version controlled environments
Knowledge of Data migration and ETL tools
German language

What can you expect of us?

Salary starting from 2000 EUR gross, depending on relevant experience and language proficiency
Annual performance bonus payment
Performance evaluation on regular basis
Subsidized meal-tickets
Flexible working time and home office
Three additional vacation days
Up to three self-recovery days
100% sick leave compensation
Life insurance and supplementary pension savings program
Private medical sanatorium
Long term career development and possibility of internal rotation
Classroom based trainings and 5000 e-learning courses – both internal and external
Recommend-a-Friend – get a bonus in the employee referral program
MultiSport card
Special IBM discounts

Required Professional and Technical Expertise
IT related education / IT Background (Application developer, IT Consultant role)
Communication skills, written and verbal
Fluent English
Excellent analytical and problem-solving skills
Ability to work independently and as a team player
Some experience with one or more of the following:
XML, SQL, Eclipse, Web development (HTML, PHP, JavaScript and CSS), Web Services
Previous experience as software developer with OOP (Apex, Java, .NET or similar)


Preferred Professional and Technical Expertise
N/A

About Business Unit
.

Your Life @ IBM
.

About IBM
.

Location Statement
For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",No sponsored
